Level,Date and Time,Source,Event ID,Task Category,Message
Information,2026-06-19 19:22:00,Winlogon,6006,None,A Windows service changed state.
Information,2026-06-19 19:23:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A Windows service changed state.
Critical,2026-06-19 19:24:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A critical system component stopped unexpectedly.
Warning,2026-06-19 19:37:00,Winlogon,6005,None,A service took longer than expected to respond.
Information,2026-06-19 19:47:00,Application Error,1000,None,A user session was started.
Information,2026-06-19 19:53:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A user session was started.
Information,2026-06-19 19:58:00,Microsoft-Windows-Kernel-Power,109,None,The operation completed successfully.
Information,2026-06-19 19:59:00,Microsoft-Windows-Kernel-Power,109,None,A Windows service changed state.
Warning,2026-06-19 20:00:00,Winlogon,6005,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-19 20:04:00,Microsoft-Windows-WindowsUpdateClient,43,None,The update operation completed.
Information,2026-06-19 20:07:00,Service Control Manager,7040,None,A Windows service changed state.
Error,2026-06-19 20:11:00,Microsoft-Windows-DistributedCOM,10010,None,An application stopped responding.
Information,2026-06-19 20:12:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-06-19 20:18:00,Service Control Manager,7001,None,The update operation completed.
Information,2026-06-19 20:23:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-06-19 20:25:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-06-19 20:38:00,Microsoft-Windows-WindowsUpdateClient,19,None,The operation completed successfully.
Error,2026-06-19 20:39:00,Application Error,1001,None,A user logon attempt failed.
Information,2026-06-19 20:46:00,Microsoft-Windows-WindowsUpdateClient,31,None,The operation completed successfully.
Information,2026-06-19 20:57:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-06-19 21:16:00,Microsoft-Windows-Kernel-Power,109,None,The update operation completed.
Information,2026-06-19 21:24:00,Microsoft-Windows-WindowsUpdateClient,20,None,The update operation completed.
Information,2026-06-19 21:33:00,Application Error,1001,None,The update operation completed.
Warning,2026-06-19 21:40:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Error,2026-06-19 21:44:00,Service Control Manager,7031,None,A user logon attempt failed.
Information,2026-06-19 21:45:00,Microsoft-Windows-WindowsUpdateClient,19,None,The operation completed successfully.
Information,2026-06-19 21:58:00,Microsoft-Windows-Kernel-Power,41,None,The operation completed successfully.
Error,2026-06-19 22:12:00,Service Control Manager,7040,None,A user logon attempt failed.
Warning,2026-06-19 22:22:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-06-19 22:41:00,Microsoft-Windows-Kernel-Power,109,None,A user session was started.
Error,2026-06-19 22:43:00,Microsoft-Windows-DistributedCOM,10016,None,An update could not be installed.
Warning,2026-06-19 22:44:00,Microsoft-Windows-WindowsUpdateClient,20,None,A service took longer than expected to respond.
Information,2026-06-19 22:48:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Warning,2026-06-19 22:59:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-19 22:59:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The update operation completed.
Information,2026-06-19 23:02:00,Microsoft-Windows-WindowsUpdateClient,31,None,The update operation completed.
Information,2026-06-19 23:07:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-06-19 23:12:00,Microsoft-Windows-Kernel-Power,109,None,A Windows service changed state.
Information,2026-06-19 23:34:00,Application Error,1001,None,A user session was started.
Information,2026-06-19 23:39:00,Microsoft-Windows-WindowsUpdateClient,43,None,The update operation completed.
Warning,2026-06-19 23:47:00,Microsoft-Windows-WindowsUpdateClient,31,None,A device reported a recoverable condition.
Information,2026-06-19 23:55:00,Application Error,1000,None,The operation completed successfully.
Warning,2026-06-20 00:27:00,Service Control Manager,7031,None,A service took longer than expected to respond.
Warning,2026-06-20 02:05:00,Microsoft-Windows-Security-Auditing,4625,None,The application-specific permission settings do not grant Local Activation permission.
Critical,2026-06-20 02:14:00,Microsoft-Windows-WindowsUpdateClient,19,None,A critical system component stopped unexpectedly.
Warning,2026-06-20 02:24:00,Service Control Manager,7040,None,The application-specific permission settings do not grant Local Activation permission.
Error,2026-06-20 02:52:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,An application stopped responding.
Information,2026-06-20 03:54:00,Application Error,1000,None,The update operation completed.
Warning,2026-06-20 04:02:00,Microsoft-Windows-WindowsUpdateClient,20,None,A service took longer than expected to respond.
Error,2026-06-20 04:57:00,Microsoft-Windows-WindowsUpdateClient,20,None,A service terminated unexpectedly.
Warning,2026-06-20 04:59:00,Microsoft-Windows-WindowsUpdateClient,43,None,A service took longer than expected to respond.
Warning,2026-06-20 05:04:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Error,2026-06-20 05:53:00,Microsoft-Windows-WindowsUpdateClient,31,None,An application stopped responding.
Information,2026-06-20 06:12:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-06-20 07:17:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-06-20 07:31:00,Microsoft-Windows-WindowsUpdateClient,19,None,The operation completed successfully.
Warning,2026-06-20 07:32:00,Service Control Manager,7000,None,A service took longer than expected to respond.
Information,2026-06-20 07:41:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-06-20 07:50:00,Microsoft-Windows-Kernel-Power,41,None,A user session was started.
Information,2026-06-20 07:52:00,Winlogon,6006,None,The operation completed successfully.
Warning,2026-06-20 08:04:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Information,2026-06-20 08:08:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Warning,2026-06-20 08:19:00,Microsoft-Windows-DistributedCOM,10016,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-20 08:47:00,Service Control Manager,7001,None,A service took longer than expected to respond.
Error,2026-06-20 08:58:00,Microsoft-Windows-DistributedCOM,10016,None,An update could not be installed.
Information,2026-06-20 09:08:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Error,2026-06-20 09:26:00,Service Control Manager,7001,None,A user logon attempt failed.
Information,2026-06-20 10:11:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Warning,2026-06-20 10:13:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-20 11:21:00,Microsoft-Windows-Security-Auditing,4625,None,A service took longer than expected to respond.
Information,2026-06-20 11:58:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Error,2026-06-20 12:19:00,Microsoft-Windows-WindowsUpdateClient,20,None,An update could not be installed.
Information,2026-06-20 13:12:00,Microsoft-Windows-Kernel-Power,109,None,The update operation completed.
Information,2026-06-20 13:19:00,Microsoft-Windows-Security-Auditing,4634,None,The update operation completed.
Information,2026-06-20 13:32:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-20 14:20:00,Application Error,1001,None,The update operation completed.
Warning,2026-06-20 14:35:00,Application Error,1000,None,A device reported a recoverable condition.
Warning,2026-06-20 14:51:00,Service Control Manager,7000,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-20 16:28:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Information,2026-06-20 16:38:00,Service Control Manager,7040,None,A user session was started.
Information,2026-06-20 18:11:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Warning,2026-06-20 19:47:00,Microsoft-Windows-WindowsUpdateClient,20,None,A service took longer than expected to respond.
Warning,2026-06-20 19:58:00,Microsoft-Windows-WindowsUpdateClient,31,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-20 20:09:00,Microsoft-Windows-WindowsUpdateClient,43,None,A device reported a recoverable condition.
Information,2026-06-20 20:39:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-06-20 20:43:00,Application Error,1001,None,A user session was started.
Information,2026-06-20 21:01:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-20 21:37:00,Microsoft-Windows-WindowsUpdateClient,19,None,A Windows service changed state.
Information,2026-06-20 21:38:00,Service Control Manager,7001,None,A Windows service changed state.
Information,2026-06-20 21:55:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Warning,2026-06-20 22:13:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-20 23:46:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-06-21 00:33:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Warning,2026-06-21 00:40:00,Microsoft-Windows-DistributedCOM,10016,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-21 01:21:00,Application Error,1001,None,A service took longer than expected to respond.
Error,2026-06-21 01:36:00,Winlogon,6005,None,A service terminated unexpectedly.
Information,2026-06-21 01:52:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-06-21 02:12:00,Microsoft-Windows-WindowsUpdateClient,31,None,The update operation completed.
Information,2026-06-21 02:43:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-06-21 02:53:00,Service Control Manager,7040,None,A Windows service changed state.
Information,2026-06-21 03:17:00,Microsoft-Windows-Kernel-Power,41,None,The update operation completed.
Information,2026-06-21 05:02:00,Service Control Manager,7040,None,The update operation completed.
Information,2026-06-21 05:24:00,Microsoft-Windows-Security-Auditing,4634,None,The operation completed successfully.
Warning,2026-06-21 05:41:00,Microsoft-Windows-WindowsUpdateClient,43,None,A service took longer than expected to respond.
Warning,2026-06-21 06:00:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-21 06:11:00,Microsoft-Windows-Kernel-Power,41,None,The operation completed successfully.
Warning,2026-06-21 06:31:00,Microsoft-Windows-WindowsUpdateClient,43,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-21 06:36:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Information,2026-06-21 06:48:00,Microsoft-Windows-WindowsUpdateClient,19,None,The update operation completed.
Information,2026-06-21 07:03:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-21 07:34:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-06-21 07:45:00,Application Error,1000,None,The update operation completed.
Information,2026-06-21 07:52:00,Service Control Manager,7031,None,The operation completed successfully.
Information,2026-06-21 08:23:00,Microsoft-Windows-WindowsUpdateClient,19,None,The operation completed successfully.
Information,2026-06-21 08:36:00,Service Control Manager,7001,None,A Windows service changed state.
Information,2026-06-21 08:59:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Warning,2026-06-21 09:41:00,Microsoft-Windows-WindowsUpdateClient,43,None,A device reported a recoverable condition.
Information,2026-06-21 10:09:00,Microsoft-Windows-Kernel-Power,109,None,A Windows service changed state.
Information,2026-06-21 10:37:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-06-21 10:41:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Warning,2026-06-21 11:34:00,Application Error,1001,None,The application-specific permission settings do not grant Local Activation permission.
Error,2026-06-21 11:39:00,Microsoft-Windows-Kernel-Power,41,None,An application stopped responding.
Warning,2026-06-21 13:06:00,Microsoft-Windows-Security-Auditing,4625,None,A service took longer than expected to respond.
Information,2026-06-21 14:00:00,Microsoft-Windows-WindowsUpdateClient,31,None,A user session was started.
Information,2026-06-21 14:06:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,The update operation completed.
Information,2026-06-21 14:20:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Warning,2026-06-21 14:53:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Warning,2026-06-21 14:58:00,Microsoft-Windows-WindowsUpdateClient,19,None,A service took longer than expected to respond.
Information,2026-06-21 15:01:00,Microsoft-Windows-WindowsUpdateClient,31,None,The update operation completed.
Information,2026-06-21 15:38:00,Microsoft-Windows-Security-Auditing,4634,None,A user session was started.
Warning,2026-06-21 16:05:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Information,2026-06-21 16:26:00,Service Control Manager,7040,None,A user session was started.
Warning,2026-06-21 16:28:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Information,2026-06-21 18:10:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-06-21 19:00:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Warning,2026-06-21 20:04:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Information,2026-06-21 20:52:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-06-21 20:52:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Warning,2026-06-21 21:19:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-06-21 21:25:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A Windows service changed state.
Warning,2026-06-21 21:44:00,Microsoft-Windows-Security-Auditing,4625,None,A service took longer than expected to respond.
Information,2026-06-21 21:53:00,Service Control Manager,7000,None,A user session was started.
Information,2026-06-21 22:06:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The update operation completed.
Information,2026-06-21 22:12:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-06-21 22:51:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,The operation completed successfully.
Warning,2026-06-21 22:54:00,Service Control Manager,7031,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-21 23:10:00,Service Control Manager,7001,None,A user session was started.
Information,2026-06-21 23:57:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-06-22 00:15:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Warning,2026-06-22 00:16:00,Application Error,1001,None,A device reported a recoverable condition.
Information,2026-06-22 00:20:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The update operation completed.
Error,2026-06-22 00:51:00,Microsoft-Windows-WindowsUpdateClient,31,None,An application stopped responding.
Information,2026-06-22 01:52:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,A Windows service changed state.
Information,2026-06-22 02:04:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-22 02:20:00,Application Error,1001,None,A user session was started.
Information,2026-06-22 03:01:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Warning,2026-06-22 03:08:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Information,2026-06-22 03:10:00,Winlogon,6006,None,A Windows service changed state.
Information,2026-06-22 03:19:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-06-22 03:32:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-06-22 03:42:00,Microsoft-Windows-WindowsUpdateClient,31,None,The update operation completed.
Warning,2026-06-22 03:50:00,Microsoft-Windows-WindowsUpdateClient,31,None,A device reported a recoverable condition.
Information,2026-06-22 04:46:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Warning,2026-06-22 04:48:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-22 05:03:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Warning,2026-06-22 05:16:00,Service Control Manager,7000,None,A service took longer than expected to respond.
Information,2026-06-22 05:19:00,Service Control Manager,7040,None,A user session was started.
Critical,2026-06-22 05:36:00,Service Control Manager,7000,None,A critical system component stopped unexpectedly.
Information,2026-06-22 05:44:00,Microsoft-Windows-WindowsUpdateClient,20,None,A Windows service changed state.
Information,2026-06-22 05:50:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-22 06:33:00,Microsoft-Windows-Security-Auditing,4634,None,A Windows service changed state.
Warning,2026-06-22 07:43:00,Microsoft-Windows-Security-Auditing,4625,None,A service took longer than expected to respond.
Information,2026-06-22 08:13:00,Application Error,1001,None,A user session was started.
Warning,2026-06-22 08:24:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Error,2026-06-22 09:18:00,Winlogon,6005,None,An application stopped responding.
Information,2026-06-22 11:14:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-06-22 11:14:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-22 11:28:00,Service Control Manager,7031,None,The operation completed successfully.
Warning,2026-06-22 12:24:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Information,2026-06-22 13:27:00,Microsoft-Windows-WindowsUpdateClient,20,None,The operation completed successfully.
Information,2026-06-22 13:30:00,Application Error,1001,None,The operation completed successfully.
Information,2026-06-22 14:14:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-06-22 14:18:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-06-22 14:22:00,Microsoft-Windows-WindowsUpdateClient,43,None,The update operation completed.
Information,2026-06-22 14:26:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-06-22 15:14:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Warning,2026-06-22 15:30:00,Microsoft-Windows-WindowsUpdateClient,31,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-22 16:32:00,Service Control Manager,7031,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-22 17:30:00,Microsoft-Windows-WindowsUpdateClient,43,None,A service took longer than expected to respond.
Warning,2026-06-22 18:25:00,Microsoft-Windows-Security-Auditing,4625,None,A service took longer than expected to respond.
Error,2026-06-22 19:40:00,Microsoft-Windows-DistributedCOM,10010,None,A service terminated unexpectedly.
Information,2026-06-22 19:50:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-06-22 21:01:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Warning,2026-06-22 21:09:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-06-22 21:11:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-06-22 21:11:00,Microsoft-Windows-Kernel-Power,41,None,The update operation completed.
Error,2026-06-22 21:12:00,Microsoft-Windows-DistributedCOM,10016,None,An application stopped responding.
Warning,2026-06-23 01:51:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Warning,2026-06-23 01:52:00,Microsoft-Windows-Kernel-Power,41,None,A device reported a recoverable condition.
Warning,2026-06-23 02:21:00,Application Error,1001,None,The application-specific permission settings do not grant Local Activation permission.
Error,2026-06-23 03:40:00,Service Control Manager,7031,None,A service terminated unexpectedly.
Information,2026-06-23 03:43:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-23 05:12:00,Winlogon,6006,None,A Windows service changed state.
Information,2026-06-23 06:03:00,Microsoft-Windows-Kernel-Power,109,None,The update operation completed.
Warning,2026-06-23 07:17:00,Microsoft-Windows-WindowsUpdateClient,20,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-23 07:44:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A user session was started.
Information,2026-06-23 08:19:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-06-23 09:58:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-06-23 10:00:00,Microsoft-Windows-WindowsUpdateClient,43,None,The operation completed successfully.
Error,2026-06-23 10:33:00,Microsoft-Windows-DistributedCOM,10010,None,An update could not be installed.
Information,2026-06-23 11:42:00,Service Control Manager,7001,None,A user session was started.
Information,2026-06-23 11:57:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Warning,2026-06-23 12:05:00,Application Error,1000,None,A device reported a recoverable condition.
Warning,2026-06-23 14:53:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A device reported a recoverable condition.
Information,2026-06-23 14:55:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A Windows service changed state.
Warning,2026-06-23 15:19:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Information,2026-06-23 15:49:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The update operation completed.
Error,2026-06-23 17:00:00,Microsoft-Windows-DistributedCOM,10010,None,A user logon attempt failed.
Information,2026-06-23 17:13:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-06-23 18:02:00,Service Control Manager,7000,None,The update operation completed.
Warning,2026-06-23 19:15:00,Application Error,1000,None,A device reported a recoverable condition.
Information,2026-06-23 20:35:00,Service Control Manager,7040,None,A Windows service changed state.
Information,2026-06-23 21:08:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Warning,2026-06-23 21:21:00,Microsoft-Windows-Kernel-Power,109,None,A device reported a recoverable condition.
Warning,2026-06-23 22:19:00,Service Control Manager,7000,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-23 23:28:00,Microsoft-Windows-WindowsUpdateClient,19,None,A Windows service changed state.
Information,2026-06-24 00:28:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Error,2026-06-24 00:36:00,Service Control Manager,7040,None,A user logon attempt failed.
Information,2026-06-24 00:39:00,Microsoft-Windows-Security-Auditing,4634,None,A Windows service changed state.
Information,2026-06-24 01:21:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-06-24 01:23:00,Service Control Manager,7001,None,The update operation completed.
Information,2026-06-24 01:39:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-06-24 01:45:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-24 02:13:00,Microsoft-Windows-Security-Auditing,4634,None,The operation completed successfully.
Information,2026-06-24 02:13:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Warning,2026-06-24 03:03:00,Application Error,1001,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-24 03:07:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-06-24 03:19:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-06-24 03:21:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Warning,2026-06-24 04:08:00,Microsoft-Windows-Kernel-Power,109,None,The application-specific permission settings do not grant Local Activation permission.
Error,2026-06-24 05:24:00,Microsoft-Windows-WindowsUpdateClient,20,None,A service terminated unexpectedly.
Information,2026-06-24 06:31:00,Microsoft-Windows-Kernel-Power,109,None,A user session was started.
Information,2026-06-24 06:59:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-24 07:24:00,Microsoft-Windows-WindowsUpdateClient,20,None,The operation completed successfully.
Information,2026-06-24 08:07:00,Microsoft-Windows-WindowsUpdateClient,19,None,A user session was started.
Information,2026-06-24 09:04:00,Service Control Manager,7000,None,A Windows service changed state.
Error,2026-06-24 09:07:00,Microsoft-Windows-DistributedCOM,10010,None,A user logon attempt failed.
Error,2026-06-24 09:46:00,Microsoft-Windows-DistributedCOM,10010,None,An application stopped responding.
Warning,2026-06-24 10:12:00,Microsoft-Windows-WindowsUpdateClient,43,None,A service took longer than expected to respond.
Information,2026-06-24 10:35:00,Microsoft-Windows-Kernel-Power,41,None,The update operation completed.
Warning,2026-06-24 10:38:00,Service Control Manager,7031,None,A device reported a recoverable condition.
Error,2026-06-24 11:36:00,Microsoft-Windows-DistributedCOM,10010,None,A service terminated unexpectedly.
Information,2026-06-24 11:42:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Warning,2026-06-24 11:55:00,Application Error,1000,None,A service took longer than expected to respond.
Information,2026-06-24 13:18:00,Microsoft-Windows-Security-Auditing,4634,None,The operation completed successfully.
Information,2026-06-24 13:57:00,Microsoft-Windows-WindowsUpdateClient,19,None,The operation completed successfully.
Information,2026-06-24 14:06:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-24 14:43:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-24 15:41:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-06-24 15:48:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-06-24 17:33:00,Microsoft-Windows-WindowsUpdateClient,20,None,A Windows service changed state.
Information,2026-06-24 17:41:00,Service Control Manager,7000,None,The operation completed successfully.
Warning,2026-06-24 18:15:00,Microsoft-Windows-DistributedCOM,10016,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-24 18:37:00,Microsoft-Windows-WindowsUpdateClient,43,None,The update operation completed.
Information,2026-06-24 18:53:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Warning,2026-06-24 19:14:00,Application Error,1000,None,The application-specific permission settings do not grant Local Activation permission.
Error,2026-06-24 19:43:00,Microsoft-Windows-DistributedCOM,10010,None,A user logon attempt failed.
Information,2026-06-24 20:24:00,Service Control Manager,7001,None,The operation completed successfully.
Warning,2026-06-24 21:36:00,Service Control Manager,7001,None,A service took longer than expected to respond.
Warning,2026-06-24 22:09:00,Application Error,1001,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-24 22:32:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-06-24 22:46:00,Microsoft-Windows-Security-Auditing,4634,None,The operation completed successfully.
Warning,2026-06-24 23:03:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-06-24 23:07:00,Microsoft-Windows-WindowsUpdateClient,31,None,The operation completed successfully.
Warning,2026-06-24 23:44:00,Microsoft-Windows-Security-Auditing,4625,None,A service took longer than expected to respond.
Information,2026-06-25 00:58:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-06-25 01:09:00,Winlogon,6006,None,A Windows service changed state.
Information,2026-06-25 02:04:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-25 02:23:00,Microsoft-Windows-WindowsUpdateClient,20,None,The update operation completed.
Information,2026-06-25 02:49:00,Application Error,1000,None,The update operation completed.
Information,2026-06-25 02:58:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Warning,2026-06-25 03:01:00,Microsoft-Windows-Kernel-Power,41,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-25 03:02:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Information,2026-06-25 03:45:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-06-25 04:02:00,Winlogon,6005,None,A user session was started.
Information,2026-06-25 04:21:00,Microsoft-Windows-Kernel-Power,41,None,A user session was started.
Information,2026-06-25 04:22:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-06-25 04:45:00,Microsoft-Windows-WindowsUpdateClient,31,None,The update operation completed.
Warning,2026-06-25 04:47:00,Microsoft-Windows-Kernel-Power,109,None,A device reported a recoverable condition.
Information,2026-06-25 05:17:00,Microsoft-Windows-Kernel-Power,41,None,A user session was started.
